Link Post,Komentar
https://www.instagram.com/p/DPogoVSlGTh/,Termul yg bayar dia yg bikin rugi
https://www.instagram.com/p/DPogoVSlGTh/,"Dari awal udh dibilangin kereta cepat bakal merugi, ga didengar sih"
https://www.instagram.com/p/DPogoVSlGTh/,setuju banget
https://www.instagram.com/p/DPogoVSlGTh/,Kelas. .pa menteri tombol dukung pa menteri
https://www.instagram.com/p/DPogoVSlGTh/,"Lagian ngapain cepet"" dari jkt ke bdg ? Santai aja kali"
https://www.instagram.com/p/DPogoVSlGTh/,"sukabumiupdatecom
 11w
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan pemerintah tidak akan menanggung utang proyek Kereta Cepat Jakarta–Bandung menggunakan Anggaran Pendapatan dan Belanja Negara (APBN). Hal itu disampaikan Purbaya merespons opsi dari Danantara untuk menyerahkan infrastruktur kereta cepat kepada pemerintah.

Purbaya mengatakan tanggung jawab atas proyek tersebut sepenuhnya berada di tangan Danantara selaku badan yang kini menaungi seluruh BUMN. “Kalau sudah dibuat Danantara, tentu mereka sudah punya manajemen sendiri, sudah punya dividen sendiri yang rata-rata setahun bisa Rp 80 triliun atau lebih. Harusnya mereka kelola dari situ, jangan ke kami lagi,” ujar Purbaya melalui konferensi video saat acara media gathering di Bogor, Jawa Barat, Jumat, 10 Oktober 2025.

Ia menjelaskan, setelah restrukturisasi BUMN melalui pembentukan Danantara, penerimaan dividen dari BUMN tidak lagi masuk ke kas negara dalam bentuk penerimaan negara bukan pajak atau PNBP. Karena itu, ia mengatakan wajar bila lembaga tersebut juga menanggung risiko pembiayaan dari proyek yang dikelolanya.

“Jangan kalau yang enak swasta, kalau enggak enak dibagi ke pemerintah. Ini kan mau dipisahin swasta sama government,” katanya.

Sumber : Tempo.co
Desain : Zidan

#sukabumiupdate #sukabumiupdatecom #MenteriKeuangan #PurbayaYudhiSadewa #KeretaCepat #utang #proyekkeretacepat #BUMN #APBN #danantaraindonesia"
https://www.instagram.com/p/DPogoVSlGTh/,mantap daah
https://www.instagram.com/p/DPogoVSlGTh/,"betul, ditanggung sama yg mau naik aja, kasian yg belum pernah naik tapi kebagian nanggung utangnya"
https://www.instagram.com/p/DPogoVSlGTh/,"Dulu kalau tidak salah, pas awal bilang nya B To B, alias bisnis tdk pakai APBN, tapi setelah itu jadi kebalikanya😮"
https://www.instagram.com/p/DPogoVSlGTh/,7 likes
https://www.instagram.com/p/DPogoVSlGTh/,Meta AI
https://www.instagram.com/p/DPogoVSlGTh/,Suruh anak buah Mulyono dan Mulyononya lunasin!
https://www.instagram.com/p/DPogoVSlGTh/,2 likes
https://www.instagram.com/p/DPogoVSlGTh/,"Betul banget, biar danantara yg handle. PaPurba fokus sektor riil"
https://www.instagram.com/p/DPogoVSlGTh/,Feeder sama perjalanan utamanya. Lamaan feeder😂
https://www.instagram.com/p/DPogoVSlGTh/,Mantap.... Tanggung jawab tuh yg ngotot pengen buat Kereta Cepat
https://www.instagram.com/p/DPogoVSlGTh/,29 likes
https://www.instagram.com/p/DPogoVSlGTh/,Contact Uploading & Non-Users
https://www.instagram.com/p/DPogoVSlGTh/,Also from Meta
https://www.instagram.com/p/DPogoVSlGTh/,26 likes
https://www.instagram.com/p/DPogoVSlGTh/,Mantaap pak Menkeu.. konsisten membela bangsa dan rakyat🔥
https://www.instagram.com/p/DPogoVSlGTh/,Dulu pak Ignatius jonan dan Anies baswedan diressufle oleh jokowi karna buat kebijakan sendiri di kementrian bahkan Tom lembong pun dikriminalisasi oleh Termul bbrp waktu lalu. Semoga pak Purbaya tetap aman karna negeri ini butuh 'Perubahan' 📝
https://www.instagram.com/p/DPogoVSlGTh/,Suruh anaknya mas JOKO aja yg nanggung😂
https://www.instagram.com/p/DPogoVSlGTh/,5 likes
https://www.instagram.com/p/DPogoVSlGTh/,Di tanggung jokowi.termul dan kluarganya
https://www.instagram.com/p/DPogoVSlGTh/,Nah sekarang giliran ASN dihimbau untuk naik😂
https://www.instagram.com/p/DPogoVSlGTh/,Iya dong... kan danantara isinya jagoan semua....
https://www.instagram.com/p/DPogoVSlGTh/,Ada aja gebrakanya pak pur 😂😂😂 top🔥
https://www.instagram.com/p/DPogoVSlGTh/,Tanggung jawab keluarga jokowi lahhhh 🔥🔥🔥🔥🔥
https://www.instagram.com/p/DPogoVSlGTh/,© 2026 Instagram from Meta
https://www.instagram.com/p/DPogoVSlGTh/,Suruh mulyono dan lbp bayarin tuh proyek mereka. Kan mereka dpt komisi dr proyek tsb😂
https://www.instagram.com/p/DPogoVSlGTh/,View all 2 replies
https://www.instagram.com/p/DPogoVSlGTh/,Alhamdulillah masih ada menteri anu ecreug
https://www.instagram.com/p/DPogoVSlGTh/,"October 10, 2025"
https://www.instagram.com/p/DPogoVSlGTh/,Terus siapa yg harus bayar utangnya?..🗿
https://www.instagram.com/p/DPogoVSlGTh/,"Artefak peninggalan rezim Jokowi, investasi bodong selain IKN & ESEMKA"
https://www.instagram.com/p/DPogoVSlGTh/,Opung naek darah liat statement ini..
https://www.instagram.com/p/DPogoVSlGTh/,suruh mark klok saja yg bayar
https://www.instagram.com/p/DPogoVSlGTh/,Tagihkan saja pada papah jokowi dan kong luhut beserta komplotanya...kan itu kerjaan mereka dulu 😊
https://www.instagram.com/p/DPogoVSlGTh/,Instagram Lite
https://www.instagram.com/p/DPogoVSlGTh/,"Andai dulu pak pur ini yg jd menkeu, mungkin whoosh ga akan terwujud. Tp ga ngaruh sih, bakal kena reshuffle pastinya seperti yg sudah2"
https://www.instagram.com/p/DPogoVSlGTh/,27 likes
https://www.instagram.com/p/DPogoVSlGTh/,Gila lu nguntungin kagak giliran rugi suruh pake APBN 😂
https://www.instagram.com/p/DPogoVSlGTh/,Ulah geng solo
https://www.instagram.com/p/DPogoVSlGTh/,View all 6 replies
https://www.instagram.com/p/DQvUWFFk-gt/,Instagram Lite
https://www.instagram.com/p/DQvUWFFk-gt/,Meta in Indonesia
https://www.instagram.com/p/DQvUWFFk-gt/,See translation
https://www.instagram.com/p/DQvUWFFk-gt/,Contact Uploading & Non-Users
https://www.instagram.com/p/DQvUWFFk-gt/,Meta AI
https://www.instagram.com/p/DQvUWFFk-gt/,Also from Meta
https://www.instagram.com/p/DQvUWFFk-gt/,@cimoryiesh Bismillah 1 milyar/bulan😊🙏🏻
https://www.instagram.com/p/DQvUWFFk-gt/,naikin gaji creative nya😇
https://www.instagram.com/p/DQvUWFFk-gt/,"November 7, 2025"
https://www.instagram.com/p/DQvUWFFk-gt/,© 2026 Instagram from Meta
https://www.instagram.com/p/DQvUWFFk-gt/,"duniasofajogja
 Edited
•
7w
Purbaya Yudhi Sadewa, Menteri Keuangan: 
Ekonomi makin naik, waktunya rumah kamu juga ikut upgrade! 🏠✨
Pilih sofa baru yang nyaman, awet, dan bisa custom model suka-suka kamu cuma di DUNIA SOFA 💜

💥 GRATIS ongkir 15 KM
🛋 GARANSI 3 TAHUN
💪 Busa Dencity 32  empuk & tahan lama
🔁 Menerima tukar tambah sofa lama!

100% dikerjakan oleh pengrajin sofa berpengalaman 🧵
Untuk info & pemesanan:
📞 WA: 081313412221
📧 Email: duniasofa@gmail.com

📍 Google Maps: Duniasofa
📸 IG: @duniasofajogja

👉 DM atau cek link di bio untuk info lebih lanjut!

#purbayaeffect #purbaya #menterikeuangan #perekonomianindonesia #sofagaransi #sofaterbaru #sofaempuk #sofajogja"
https://www.instagram.com/p/DQvUWFFk-gt/,Meta Verified
https://www.instagram.com/p/DQ1ggIaE1_7/,1 like
https://www.instagram.com/p/DQ1ggIaE1_7/,Meta AI
https://www.instagram.com/p/DQ1ggIaE1_7/,2 likes
https://www.instagram.com/p/DQ1ggIaE1_7/,Sehat selalu pak Purbaya
https://www.instagram.com/p/DQ1ggIaE1_7/,© 2026 Instagram from Meta
https://www.instagram.com/p/DQ1ggIaE1_7/,View hidden comments
https://www.instagram.com/p/DQ1ggIaE1_7/,turunkan harga dolar dulu
https://www.instagram.com/p/DQ1ggIaE1_7/,Meta Verified
https://www.instagram.com/p/DQ1ggIaE1_7/,6 likes
https://www.instagram.com/p/DQ1ggIaE1_7/,See translation
https://www.instagram.com/p/DQ1ggIaE1_7/,Aku setuju sajah klo org yg mengusungnya bersih...apalagi ada pasal no.5....mantaappp
https://www.instagram.com/p/DQ1ggIaE1_7/,"Bersukur dan bersukur semoga sebagai cahaya di kala gelap ,dan harapan di ksla rakyat dan putus asa"
https://www.instagram.com/p/DQ1ggIaE1_7/,"Alhamdulillah wa asy syukur lillaahi Ta'ala. InsyaAllah sehat selalu dan selalu berhasil, beruntung, mujur dan sukses terus.
🙂👑💫👏❤️💯🇮🇩"
https://www.instagram.com/p/DQ1ggIaE1_7/,4 likes
https://www.instagram.com/p/DQ1ggIaE1_7/,Contact Uploading & Non-Users
https://www.instagram.com/p/DQ1ggIaE1_7/,Also from Meta
https://www.instagram.com/p/DQ1ggIaE1_7/,"ga bisa, akuntansi sudah akurat sampai Rp 0,99"
https://www.instagram.com/p/DQ1ggIaE1_7/,3 likes
https://www.instagram.com/p/DQ1ggIaE1_7/,Meta in Indonesia
https://www.instagram.com/p/DQ1ggIaE1_7/,"kalau redominasi bahwaRp 1.000.000,75 akan menjadi Rp 1.000,00075 rawan akan pembulatan dan kebingungan pembukuan."
https://www.instagram.com/p/DQ1ggIaE1_7/,redenomasi itu sebenarnya sdh diwacanakan semenjak presiden SBY. tapi entah knp tidak jd diundangkan. itu tidak mengubah nilai mata uang cm penyederhanaan angka. mirip dollar US lbh irit tertinggi 100 ini berlku 100.000. 50. berarti 50.000 ini sekedar contoh. jd masyarakat jgn takut
https://www.instagram.com/p/DQ1ggIaE1_7/,"November 9, 2025"
https://www.instagram.com/p/DQ1ggIaE1_7/,Apapun yg terjadi Optimis Aja Sama Pak Pur...
https://www.instagram.com/p/DQ1ggIaE1_7/,4 comments from Facebook
https://www.instagram.com/p/DQ1ggIaE1_7/,Instagram Lite
https://www.instagram.com/p/DQ1ggIaE1_7/,Yg terpenting itu memperkuat rupiah walaupun di ganti klu rupiah melemah terus endingnya kembali ke 16 ribu lagi
https://www.instagram.com/p/DQ1ggIaE1_7/,8 likes
https://www.instagram.com/p/DQ1ggIaE1_7/,"moncongpublik
 7w
Saat ini, pemerintah tengah menyiapkan langkah besar di bawah kepemimpinan Menteri Keuangan Purbaya Yudhi Sadewa. Melalui PMK Nomor 70 Tahun 2025, Kemenkeu menetapkan rencana strategis untuk periode 2025–2029, termasuk penyiapan kerangka regulasi penyederhanaan mata uang Rupiah atau redenominasi. 

RUU tentang Perubahan Harga Rupiah ini ditargetkan rampung pada tahun 2027 sebagai bagian dari upaya reformasi sistem keuangan nasional. 

Redenominasi memiliki sejumlah keuntungan potensial, seperti mempermudah transaksi, meningkatkan efisiensi sistem keuangan, hingga memperkuat citra Rupiah di mata investor global. 

Langkah ini juga bisa membantu integrasi ekonomi digital dan bahkan menekan peredaran uang ‘gelap’. Namun, agar manfaatnya terasa nyata bagi masyarakat, kebijakan ini harus dijalankan dengan memperhatikan stabilitas inflasi, daya beli rakyat, dan pertumbuhan ekonomi yang inklusif. 

Meski menjanjikan, kondisi Indonesia saat ini masih memiliki banyak tantangan. Mulai dari daya beli yang lemah, kesenjangan ekonomi yang tinggi, sampai ketergantungan masyarakat terhadap uang fisik di sektor UMKM serta pedesaan. 

Karena itu, pemerintah perlu menyiapkan rencana transisi yang matang, seperti edukasi publik hingga perlindungan kelompok rentan. Hal ini perlu agar redenominasi benar-benar membawa keuntungan, bukan malah jadi beban baru bagi rakyat. #moncongpublik #pdiperjuangan #fraksipdiperjuangan #menterikeuangan #Menkeu #purbayayudhisadewa #redenominasi #rupiah"
https://www.instagram.com/p/DQ1ggIaE1_7/,Semoga Allah melindungi bapak sekeluarga
https://www.instagram.com/p/DO8MyDrDwsV/,Klo saya sih lebih percaya bapak ini daripada mentri terdahulu yg bisanya naikin pajak saat ekonomi g mencukupi bukan memberdayakan yg ada dlu
https://www.instagram.com/p/DO8MyDrDwsV/,16 likes
https://www.instagram.com/p/DO8MyDrDwsV/,Good job sir
https://www.instagram.com/p/DO8MyDrDwsV/,1 like
https://www.instagram.com/p/DO8MyDrDwsV/,31 likes
https://www.instagram.com/p/DO8MyDrDwsV/,7 likes
https://www.instagram.com/p/DO8MyDrDwsV/,"Selamat bertugas bapak, semoga bapak bisa membuat Indonesia lebih cerah ❤️"
https://www.instagram.com/p/DO8MyDrDwsV/,Meta AI
https://www.instagram.com/p/DO8MyDrDwsV/,2 likes
https://www.instagram.com/p/DO8MyDrDwsV/,© 2026 Instagram from Meta
https://www.instagram.com/p/DO8MyDrDwsV/,View all 2 replies
https://www.instagram.com/p/DO8MyDrDwsV/,Goodjob pak 🔥🔥🔥🔥
https://www.instagram.com/p/DO8MyDrDwsV/,"finansialku_com
 14w
Gimana menurut kalian? 🤔

#beritakeuangan #menterikeuangan #pajak #purbaya #menkeu #menkeupurbaya"
https://www.instagram.com/p/DO8MyDrDwsV/,Meta Verified
https://www.instagram.com/p/DO8MyDrDwsV/,6 likes
https://www.instagram.com/p/DO8MyDrDwsV/,"Kalau bapak konsisten kinerja baik sampai habis masa jabatan, kami calonkan jadi Wapres"
https://www.instagram.com/p/DO8MyDrDwsV/,View all 1 replies
https://www.instagram.com/p/DO8MyDrDwsV/,"Asalkan pajaknya dipake bener,,ikhlas deh pasti.. yaqueeenn.."
https://www.instagram.com/p/DO8MyDrDwsV/,See translation
https://www.instagram.com/p/DO8MyDrDwsV/,View all 11 replies
https://www.instagram.com/p/DO8MyDrDwsV/,Sehat dan aman selalu ya pak
https://www.instagram.com/p/DO8MyDrDwsV/,4 likes
https://www.instagram.com/p/DO8MyDrDwsV/,Yes yg di kejar orang berduit jangan rakyat kecil aja aja yg di pajakin
https://www.instagram.com/p/DO8MyDrDwsV/,Ibu2 emg jago ngirit. Tapi logika bapak2 lebih jago muter duit.
https://www.instagram.com/p/DO8MyDrDwsV/,Contact Uploading & Non-Users
https://www.instagram.com/p/DO8MyDrDwsV/,Also from Meta
https://www.instagram.com/p/DO8MyDrDwsV/,"Ya gini Pak, pajakin aja orang2 terkaya itu. Jangan kelas menengah terus yang diperes sampe abis. Dapat bansos nggak, malah dinaikin pajaknya 😢"
https://www.instagram.com/p/DO8MyDrDwsV/,semoga Indonesia sehat kembali
https://www.instagram.com/p/DO8MyDrDwsV/,"BANGKITLAH BANGSA KU, 🇲🇨💪🇲🇨"
https://www.instagram.com/p/DO8MyDrDwsV/,151 likes
https://www.instagram.com/p/DO8MyDrDwsV/,"Ya Allah Gusti Tolong lindungilah Bapak Purbaya Ya Robb, Selamatkanlah hidupnya Ya Robb, Jauhkanlah Beliau dari orang-orang yang jahat Ya Robb,Mudahkanlah Beliau dalam memajukan Bangsa Indonesia Ya Robb Aamiin 33x dan Kumpulkanlah Beliau dengan Orang-orang yang baik hati Ya Robb Aamiin 33x"
https://www.instagram.com/p/DO8MyDrDwsV/,3 likes
https://www.instagram.com/p/DO8MyDrDwsV/,Meta in Indonesia
https://www.instagram.com/p/DO8MyDrDwsV/,ditunggu eksekusi nya sampai akhir tahun 🤓
https://www.instagram.com/p/DO8MyDrDwsV/,"Saya setuju cukai rokok tinggi krn bukan kebutuhan pokok & merokok bikin penyakit, makin mahal berarti mengurangi dampak buruk dr merokok"
https://www.instagram.com/p/DO8MyDrDwsV/,Kami d blakang mu Sir 🔥
https://www.instagram.com/p/DO8MyDrDwsV/,"Berdoa kita, supaya beliau selalu dalam lindungan Tuhan yang maha kuasa.aminnn"
https://www.instagram.com/p/DO8MyDrDwsV/,5 likes
https://www.instagram.com/p/DO8MyDrDwsV/,"September 23, 2025"
https://www.instagram.com/p/DO8MyDrDwsV/,Kereen pak Menkeu..suka gayanya yg ceplas ceplos..🔥🔥👏
https://www.instagram.com/p/DO8MyDrDwsV/,"orang cukai rokok dibikin mahal buat ngurangin perokok, keblinger"
https://www.instagram.com/p/DO8MyDrDwsV/,Instagram Lite
https://www.instagram.com/p/DO8MyDrDwsV/,25 likes
https://www.instagram.com/p/DO8MyDrDwsV/,Kejar pajak orang kaya konglo pejabat pak..jangan rakyat kecil ......
https://www.instagram.com/p/DO8MyDrDwsV/,15 likes
https://www.instagram.com/p/DO8MyDrDwsV/,19 likes
https://www.instagram.com/p/DO8MyDrDwsV/,View all 6 replies
https://www.instagram.com/p/DO8MyDrDwsV/,Beneran Koboy doi 👏🔥
https://www.instagram.com/p/DO8MyDrDwsV/,44 likes
https://www.instagram.com/p/DO8MyDrDwsV/,"Pengaruh kebijakan it biasa brp lama sih? Serius nanya, gw ud optimis bgt sama smua kebijakan2 beliau, tp dampaknya emang blm kerasa, malah sbln trkhr ini org2 pada lesu ekonominya"
https://www.instagram.com/p/DP1ZJnrj7M0/,Pak maksudnya kata ini apa ya ; 1. Obligasi 2. Silfa
https://www.instagram.com/p/DP1ZJnrj7M0/,1 like
https://www.instagram.com/p/DP1ZJnrj7M0/,Super jenius Pa Pur ...🔥
https://www.instagram.com/p/DP1ZJnrj7M0/,Meta AI
https://www.instagram.com/p/DP1ZJnrj7M0/,2 likes
https://www.instagram.com/p/DP1ZJnrj7M0/,© 2026 Instagram from Meta
https://www.instagram.com/p/DP1ZJnrj7M0/,Meta Verified
https://www.instagram.com/p/DP1ZJnrj7M0/,View all 1 replies
https://www.instagram.com/p/DP1ZJnrj7M0/,Dulu waktu mau transisi setelah covid ada berita di bali ada politis yg menggelapkan “dana covid”
https://www.instagram.com/p/DP1ZJnrj7M0/,See translation
https://www.instagram.com/p/DP1ZJnrj7M0/,Contact Uploading & Non-Users
https://www.instagram.com/p/DP1ZJnrj7M0/,Also from Meta
https://www.instagram.com/p/DP1ZJnrj7M0/,Kita kaya bersama👏
https://www.instagram.com/p/DP1ZJnrj7M0/,Istilah Firaun meriding juga pak pur 👍👍🤲🤲🥰🥰
https://www.instagram.com/p/DP1ZJnrj7M0/,ini baru Menkeu yg cerdas dan mencedaskan anak bangsa menebar ilmu yg bermanfaat Bukan menebar berita yg bikin rakyat ngos ngosan
https://www.instagram.com/p/DP1ZJnrj7M0/,APBN kita tersurat tapi non Apbn tersirat😂😂
https://www.instagram.com/p/DP1ZJnrj7M0/,3 likes
https://www.instagram.com/p/DP1ZJnrj7M0/,Meta in Indonesia
https://www.instagram.com/p/DP1ZJnrj7M0/,Srimulyani selama ini ngapain aja ?
https://www.instagram.com/p/DP1ZJnrj7M0/,"ajuslinggih
 11w
Biar ngerti masalah keuangan kayak Menteri Keuangan Purbaya @kemenkeuri  @purbayayudhisadewa._ , kalian wajib paham istilah-istilah dasar sampai teknis dalam ekonomi dan fiskal.

Dari situ, kalian bisa nangkep cara berpikir orang yang ngatur keuangan negara 

apa ada istilah keuangan yang belum kalian ketahui? Komen di bawah ya! 💬

#LiterasiKeuangan #EkonomiIndonesia #FinancialMindset #BelajarEkonomi #CerdasFinansial #MenteriKeuangan #APBNKita #MindsetUang #FinansialGoals #EkonomiCerdas #BPL #AjusLinggih #DPRDBali"
https://www.instagram.com/p/DP1ZJnrj7M0/,Pentingnya attitude morality tentu pengetahuan penting..buktinta bnyk prof.dlk nkri kyk gini sj
https://www.instagram.com/p/DP1ZJnrj7M0/,Instagram Lite
https://www.instagram.com/p/DP1ZJnrj7M0/,"MasyaAllah cerdas,, gak nanggung,, 🔥"
https://www.instagram.com/p/DP1ZJnrj7M0/,"October 15, 2025"
https://www.instagram.com/p/DP1ZJnrj7M0/,"1. Reflasi, 2. PDB, 3. Soemitronomic"
https://www.instagram.com/p/DP1ZJnrj7M0/,"Ilmunya bagus, sayang ada embel embel partai"
https://www.instagram.com/p/DP1ZJnrj7M0/,Satu lagi istilah firaun 😂
https://www.instagram.com/p/DSpV0Wnk2GA/,Artinya Indonesia punya duit banyak.tp….😰😪
https://www.instagram.com/p/DSpV0Wnk2GA/,Yg kita minta bukan pindah anggaran tp stop anggaran MBG pak 😂😂😂😂😂
https://www.instagram.com/p/DSpV0Wnk2GA/,Apa yang akan menghentikan MBG adalah lantai kamar mandi?
https://www.instagram.com/p/DSpV0Wnk2GA/,1 like
https://www.instagram.com/p/DSpV0Wnk2GA/,14 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,20 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,"Sepertinya MBG itu prerogatifnya presiden. Namun demikian, salut buat pak Purbaya yang sejauh ini melakukan yang terbaik 👏🏼👏🏼👏🏼"
https://www.instagram.com/p/DSpV0Wnk2GA/,View all 3 replies
https://www.instagram.com/p/DSpV0Wnk2GA/,Itu knpaa diam2 nambah utang 😂
https://www.instagram.com/p/DSpV0Wnk2GA/,Meta AI
https://www.instagram.com/p/DSpV0Wnk2GA/,Dialihkan anggaran MBG selama libur sekolah bukan krn anggaran bencana cukup. Dialihkan utk disimpan krn siswa sedang liburan tak masuk sekolah. Itu a
https://www.instagram.com/p/DSpV0Wnk2GA/,"Sesuai Bunyi UUD 1945 Pasal 34 ayat 1, Sudah jelas di sana di jelaskan dgn sangat terang benderang,, yg WAJIB di pelihara oleh NEGARA adalah FAKIR MISKIN & ANAK2 TERLANTAR, bukan SEMUA ANAK2 SEKOLAH yg jls2 ORTUnya mampu"
https://www.instagram.com/p/DSpV0Wnk2GA/,2 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,© 2026 Instagram from Meta
https://www.instagram.com/p/DSpV0Wnk2GA/,"@mannswadesh Bahas Mbak 🗿
Kenapa semua sektor kena efisiensi sementara MBG tidak?"
https://www.instagram.com/p/DSpV0Wnk2GA/,Soalnya perkara Bisnis Gak boleh di ganggu 😂😂
https://www.instagram.com/p/DSpV0Wnk2GA/,Pilpres masih lama lagi hm
https://www.instagram.com/p/DSpV0Wnk2GA/,View hidden comments
https://www.instagram.com/p/DSpV0Wnk2GA/,"metrotv
 1w
Menteri Keuangan Purbaya Yudhi Sadewa mengatakan anggaran untuk penanggulangan bencana di Indonesia saat ini masih mencukupi sehingga pemerintah tidak akan mengalihkan anggaran dari program Makan Bergizi Gratis (MBG).

“Kan bencana anggarannya sejauh ini sudah cukup. Sudah ada anggarannya. Tak perlu memindahkan anggaran MBG,” kata Purbaya pada Rabu (24/12/2025).
 
#menterikeuangan #purbayayudhisadewa #anggaranmbg #anggaranbencana"
https://www.instagram.com/p/DSpV0Wnk2GA/,View all 2 replies
https://www.instagram.com/p/DSpV0Wnk2GA/,Meta Verified
https://www.instagram.com/p/DSpV0Wnk2GA/,Pak mulai 2026 DPR bisa ikut bayar pajak kan? Nambah2in apbn... drpd masyarakat do gencet pajak melulu.. klo bisa progresif buat mereka ya pak.. sesuai azas keadilan
https://www.instagram.com/p/DSpV0Wnk2GA/,Drpd di pecat iyakan pak Pur
https://www.instagram.com/p/DSpV0Wnk2GA/,😂😂😂😂😂😂pak @purbaya_yudhi_sadewa karna MBG program ambisi n bisnis pejabat JD jln terus jngan smpai cuan berhenti.......
https://www.instagram.com/p/DSpV0Wnk2GA/,View all 1 replies
https://www.instagram.com/p/DSpV0Wnk2GA/,"December 24, 2025"
https://www.instagram.com/p/DSpV0Wnk2GA/,See translation
https://www.instagram.com/p/DSpV0Wnk2GA/,33 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,MBG itu ide bapaknya. Enggak mungkin ditutup.
https://www.instagram.com/p/DSpV0Wnk2GA/,"Berani ke semua, kecuali mbg"
https://www.instagram.com/p/DSpV0Wnk2GA/,Ternyata gak ada nyali juga dengan MBG wkwk
https://www.instagram.com/p/DSpV0Wnk2GA/,4 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,"Kereennn..!!! Jangan membiasakan tambal sulam..!!! Korupsi saja bisa 3000 triliun apa iya bencana kemanusiaan tidak bisa dibiayai..?!? Gaskeun , masBro Purbaya..!!!"
https://www.instagram.com/p/DSpV0Wnk2GA/,Saya penasaran. MBG ini sampai kapan sih akan stop? Apakah sampai periode presiden habis juga? Lumayan juga yaaa
https://www.instagram.com/p/DSpV0Wnk2GA/,Contact Uploading & Non-Users
https://www.instagram.com/p/DSpV0Wnk2GA/,Also from Meta
https://www.instagram.com/p/DSpV0Wnk2GA/,S😂sasa beraktivitas a
https://www.instagram.com/p/DSpV0Wnk2GA/,Mana 2029 masih lama lagi😢
https://www.instagram.com/p/DSpV0Wnk2GA/,41 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,18 comments from Facebook
https://www.instagram.com/p/DSpV0Wnk2GA/,Padahal kita menginginkan yg saat libur sekolah ini saja lhoo....😢 Pak Purbaya GK akan brani
https://www.instagram.com/p/DSpV0Wnk2GA/,View all 4 replies
https://www.instagram.com/p/DSpV0Wnk2GA/,13 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,3 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,View all 5 replies
https://www.instagram.com/p/DSpV0Wnk2GA/,View all 13 replies
https://www.instagram.com/p/DSpV0Wnk2GA/,Meta in Indonesia
https://www.instagram.com/p/DSpV0Wnk2GA/,Dia mulai mendapatkan tekanan yg sangat besar😂
https://www.instagram.com/p/DSpV0Wnk2GA/,Udh ikut ikutan pur
https://www.instagram.com/p/DSpV0Wnk2GA/,100 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,5 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,ga bakal ada yg berani stop program MBG kecuali Allah...
https://www.instagram.com/p/DSpV0Wnk2GA/,6 triliun dr satgas pkh sdh bisa pulihkan bencana hihihi
https://www.instagram.com/p/DSpV0Wnk2GA/,Instagram Lite
https://www.instagram.com/p/DSpV0Wnk2GA/,Susah ya pak buat ngelawan presiden langsung
https://www.instagram.com/p/DSpV0Wnk2GA/,Padahal pa Mentri pengen banget tuhh menutup program ini (MBG)
https://www.instagram.com/p/DSpV0Wnk2GA/,"Kalo dibilang cukup ,tapi yang dateng cuma pemcitraan berartiiii di korupsi sama si itu dong?"
https://www.instagram.com/p/DSpV0Wnk2GA/,"MBG Sedang menghabiskan anggaran 2025, 2026 dah masuk ke anggaran baru."
https://www.instagram.com/p/DSpV0Wnk2GA/,42 likes
https://www.instagram.com/p/DSpV0Wnk2GA/,Tahun depan banyak hal yang akan terjadi Ats Indonesia jadi bersiap siap n berjaga jaga dan Berdoa..jadi antisipasi memang...
https://www.instagram.com/p/DSpV0Wnk2GA/,"Program MBG tuh dah kayak warung Madura, buka 24jam setiap hari. Dilarang tutup kecuali kiamat😂😂😂😂😂"
https://www.instagram.com/p/DSpV0Wnk2GA/,Mantap 👍👍
https://www.instagram.com/p/DSpV0Wnk2GA/,"dengan MBG, dengan kebaikan pak prabowo, orang pasti kepikiran ngelanjutin dua periode. otomatis pak purbaya juga ikut 2 periode. pasti ada misi istimewa, misi spesial yang tidak dirasakan indonesia saat ini, tapi bakal terasa di penghujung periode. yaitu hilangnya koruptor, dan tebalnya anggaran Negara Indonesia"
https://www.instagram.com/p/DSpV0Wnk2GA/,"Sehebat apapun purbaya, dia antek wowo juga 😂 mentri gak bisa ganggu kursi raja"
https://www.instagram.com/p/DSpV0Wnk2GA/,Beeeuuuhhh...Menkeu ini mencla mencle awal awal pernah bilang stop MBG dana by utk korban terdampak bencana skrg bilang cukup. ....
https://www.instagram.com/p/DSpV0Wnk2GA/,"Hidup Pak Purbaya, mantap"
https://www.instagram.com/p/DSpV0Wnk2GA/,"Sekelas Mentri purbaya ( Barcelona ) aj GK mampu kalahkah mbg ( real Madrid ) di liga champion negara,lantas apa Mentri pertahanan ( Manchester united) yg bisa mindahin Anggara mbg buat beli helikopter 🚁"
https://www.instagram.com/p/DSpV0Wnk2GA/,MBG KAYANYA PENTING BANGET YA. SEMOGA MBG BENER BENER BISA MERUBAH IQ DAN TARAF LITERASI ANAK BANGSA
